article_number,batch_name,char_length
104781,softcite_data/step1_txt/pmc/PMC4166385-0/text.txt.gz,5560
104782,softcite_data/step1_txt/pmc/PMC4166385-1/text.txt.gz,3340
104783,softcite_data/step1_txt/pmc/PMC4166385-2/text.txt.gz,3477
104784,softcite_data/step1_txt/pmc/PMC4166385-3/text.txt.gz,12
104785,softcite_data/step1_txt/pmc/PMC4168041-0/text.txt.gz,4845
104786,softcite_data/step1_txt/pmc/PMC4168041-1/text.txt.gz,3166
104787,softcite_data/step1_txt/pmc/PMC4168041-2/text.txt.gz,775
104788,softcite_data/step1_txt/pmc/PMC4168871-0/text.txt.gz,3100
104789,softcite_data/step1_txt/pmc/PMC4168871-1/text.txt.gz,4257
104790,softcite_data/step1_txt/pmc/PMC4168871-2/text.txt.gz,3892
104791,softcite_data/step1_txt/pmc/PMC4168871-3/text.txt.gz,2170
104792,softcite_data/step1_txt/pmc/PMC4168877-0/text.txt.gz,3629
104793,softcite_data/step1_txt/pmc/PMC4168877-1/text.txt.gz,3844
104794,softcite_data/step1_txt/pmc/PMC4168877-2/text.txt.gz,3747
104795,softcite_data/step1_txt/pmc/PMC4168877-3/text.txt.gz,3602
104796,softcite_data/step1_txt/pmc/PMC4168877-4/text.txt.gz,4389
104797,softcite_data/step1_txt/pmc/PMC4168877-5/text.txt.gz,171
104798,softcite_data/step1_txt/pmc/PMC4173757-0/text.txt.gz,4334
104799,softcite_data/step1_txt/pmc/PMC4173757-1/text.txt.gz,3248
104800,softcite_data/step1_txt/pmc/PMC4173757-2/text.txt.gz,3416
104801,softcite_data/step1_txt/pmc/PMC4173757-3/text.txt.gz,3544
104802,softcite_data/step1_txt/pmc/PMC4173757-4/text.txt.gz,4937
104803,softcite_data/step1_txt/pmc/PMC4173757-5/text.txt.gz,1128
104804,softcite_data/step1_txt/pmc/PMC4174108-0/text.txt.gz,2383
104805,softcite_data/step1_txt/pmc/PMC4174131-0/text.txt.gz,3784
104806,softcite_data/step1_txt/pmc/PMC4174131-1/text.txt.gz,3278
104807,softcite_data/step1_txt/pmc/PMC4174131-2/text.txt.gz,4472
104808,softcite_data/step1_txt/pmc/PMC4174131-3/text.txt.gz,3399
104809,softcite_data/step1_txt/pmc/PMC4174131-4/text.txt.gz,3105
104810,softcite_data/step1_txt/pmc/PMC4174131-5/text.txt.gz,3615
104811,softcite_data/step1_txt/pmc/PMC4174131-6/text.txt.gz,3775
104812,softcite_data/step1_txt/pmc/PMC4174131-7/text.txt.gz,1420
104813,softcite_data/step1_txt/pmc/PMC4174215-0/text.txt.gz,4039
104814,softcite_data/step1_txt/pmc/PMC4174215-1/text.txt.gz,2984
104815,softcite_data/step1_txt/pmc/PMC4175574-0/text.txt.gz,4008
104816,softcite_data/step1_txt/pmc/PMC4175574-1/text.txt.gz,6134
104817,softcite_data/step1_txt/pmc/PMC4175574-2/text.txt.gz,3898
104818,softcite_data/step1_txt/pmc/PMC4175574-3/text.txt.gz,3611
104819,softcite_data/step1_txt/pmc/PMC4175574-4/text.txt.gz,4981
104820,softcite_data/step1_txt/pmc/PMC4175574-5/text.txt.gz,3740
104821,softcite_data/step1_txt/pmc/PMC4176174-0/text.txt.gz,3631
104822,softcite_data/step1_txt/pmc/PMC4176174-1/text.txt.gz,4257
104823,softcite_data/step1_txt/pmc/PMC4176174-2/text.txt.gz,3802
104824,softcite_data/step1_txt/pmc/PMC4176174-3/text.txt.gz,5818
104825,softcite_data/step1_txt/pmc/PMC4176174-4/text.txt.gz,4384
104826,softcite_data/step1_txt/pmc/PMC4176174-5/text.txt.gz,7245
104827,softcite_data/step1_txt/pmc/PMC4176174-6/text.txt.gz,3671
104828,softcite_data/step1_txt/pmc/PMC4176174-7/text.txt.gz,3397
104829,softcite_data/step1_txt/pmc/PMC4176174-8/text.txt.gz,6013
104830,softcite_data/step1_txt/pmc/PMC4176174-9/text.txt.gz,2107
104831,softcite_data/step1_txt/pmc/PMC4178280-0/text.txt.gz,3558
104832,softcite_data/step1_txt/pmc/PMC4178280-1/text.txt.gz,3556
104833,softcite_data/step1_txt/pmc/PMC4178280-2/text.txt.gz,164
104834,softcite_data/step1_txt/pmc/PMC4181210-0/text.txt.gz,4203
104835,softcite_data/step1_txt/pmc/PMC4181210-1/text.txt.gz,4034
104836,softcite_data/step1_txt/pmc/PMC4181210-2/text.txt.gz,2759
104837,softcite_data/step1_txt/pmc/PMC4181735-0/text.txt.gz,3991
104838,softcite_data/step1_txt/pmc/PMC4181735-1/text.txt.gz,3054
104839,softcite_data/step1_txt/pmc/PMC4181735-2/text.txt.gz,4076
104840,softcite_data/step1_txt/pmc/PMC4181735-3/text.txt.gz,3259
104841,softcite_data/step1_txt/pmc/PMC4181735-4/text.txt.gz,3062
104842,softcite_data/step1_txt/pmc/PMC4181735-5/text.txt.gz,1607
104843,softcite_data/step1_txt/pmc/PMC4182354-0/text.txt.gz,4337
104844,softcite_data/step1_txt/pmc/PMC4182354-1/text.txt.gz,3355
104845,softcite_data/step1_txt/pmc/PMC4182354-2/text.txt.gz,3180
104846,softcite_data/step1_txt/pmc/PMC4182354-3/text.txt.gz,216
104847,softcite_data/step1_txt/pmc/PMC4182815-0/text.txt.gz,5133
104848,softcite_data/step1_txt/pmc/PMC4182815-1/text.txt.gz,4449
104849,softcite_data/step1_txt/pmc/PMC4182815-2/text.txt.gz,2967
104850,softcite_data/step1_txt/pmc/PMC4182969-0/text.txt.gz,3986
104851,softcite_data/step1_txt/pmc/PMC4182969-1/text.txt.gz,252
104852,softcite_data/step1_txt/pmc/PMC4182997-0/text.txt.gz,3891
104853,softcite_data/step1_txt/pmc/PMC4182997-1/text.txt.gz,3745
104854,softcite_data/step1_txt/pmc/PMC4182997-2/text.txt.gz,1552
104855,softcite_data/step1_txt/pmc/PMC4183043-0/text.txt.gz,3542
104856,softcite_data/step1_txt/pmc/PMC4183043-1/text.txt.gz,3699
104857,softcite_data/step1_txt/pmc/PMC4183043-2/text.txt.gz,3834
104858,softcite_data/step1_txt/pmc/PMC4183043-3/text.txt.gz,2101
104859,softcite_data/step1_txt/pmc/PMC4183238-0/text.txt.gz,3667
104860,softcite_data/step1_txt/pmc/PMC4183238-1/text.txt.gz,2881
104861,softcite_data/step1_txt/pmc/PMC4183847-0/text.txt.gz,4000
104862,softcite_data/step1_txt/pmc/PMC4183847-1/text.txt.gz,4016
104863,softcite_data/step1_txt/pmc/PMC4183847-2/text.txt.gz,4489
104864,softcite_data/step1_txt/pmc/PMC4183847-3/text.txt.gz,3150
104865,softcite_data/step1_txt/pmc/PMC4183847-4/text.txt.gz,3405
104866,softcite_data/step1_txt/pmc/PMC4184041-0/text.txt.gz,4419
104867,softcite_data/step1_txt/pmc/PMC4184041-1/text.txt.gz,3173
104868,softcite_data/step1_txt/pmc/PMC4184041-2/text.txt.gz,1694
104869,softcite_data/step1_txt/pmc/PMC4184560-0/text.txt.gz,4950
104870,softcite_data/step1_txt/pmc/PMC4184560-1/text.txt.gz,3263
104871,softcite_data/step1_txt/pmc/PMC4184560-2/text.txt.gz,4105
104872,softcite_data/step1_txt/pmc/PMC4184560-3/text.txt.gz,3376
104873,softcite_data/step1_txt/pmc/PMC4184560-4/text.txt.gz,3362
104874,softcite_data/step1_txt/pmc/PMC4185156-0/text.txt.gz,4205
104875,softcite_data/step1_txt/pmc/PMC4185156-1/text.txt.gz,167
104876,softcite_data/step1_txt/pmc/PMC4188109-0/text.txt.gz,5454
104877,softcite_data/step1_txt/pmc/PMC4188109-1/text.txt.gz,3233
104878,softcite_data/step1_txt/pmc/PMC4188109-2/text.txt.gz,4572
104879,softcite_data/step1_txt/pmc/PMC4188109-3/text.txt.gz,4522
104880,softcite_data/step1_txt/pmc/PMC4188109-4/text.txt.gz,2056
104881,softcite_data/step1_txt/pmc/PMC4189225-0/text.txt.gz,3320
104882,softcite_data/step1_txt/pmc/PMC4189225-1/text.txt.gz,3183
104883,softcite_data/step1_txt/pmc/PMC4189225-2/text.txt.gz,3547
104884,softcite_data/step1_txt/pmc/PMC4189227-0/text.txt.gz,3620
104885,softcite_data/step1_txt/pmc/PMC4189227-1/text.txt.gz,3363
104886,softcite_data/step1_txt/pmc/PMC4189227-2/text.txt.gz,2964
104887,softcite_data/step1_txt/pmc/PMC4190887-0/text.txt.gz,3613
104888,softcite_data/step1_txt/pmc/PMC4190887-1/text.txt.gz,3349
104889,softcite_data/step1_txt/pmc/PMC4190887-2/text.txt.gz,3228
104890,softcite_data/step1_txt/pmc/PMC4190887-3/text.txt.gz,4516
104891,softcite_data/step1_txt/pmc/PMC4190887-4/text.txt.gz,614
104892,softcite_data/step1_txt/pmc/PMC4192806-0/text.txt.gz,3272
104893,softcite_data/step1_txt/pmc/PMC4192806-1/text.txt.gz,3287
104894,softcite_data/step1_txt/pmc/PMC4192806-2/text.txt.gz,3333
104895,softcite_data/step1_txt/pmc/PMC4192806-3/text.txt.gz,1289
104896,softcite_data/step1_txt/pmc/PMC4192829-0/text.txt.gz,3514
104897,softcite_data/step1_txt/pmc/PMC4192829-1/text.txt.gz,3375
104898,softcite_data/step1_txt/pmc/PMC4196871-0/text.txt.gz,6401
104899,softcite_data/step1_txt/pmc/PMC4196871-1/text.txt.gz,4015
104900,softcite_data/step1_txt/pmc/PMC4196871-2/text.txt.gz,3959
104901,softcite_data/step1_txt/pmc/PMC4196871-3/text.txt.gz,2247
104902,softcite_data/step1_txt/pmc/PMC4198632-0/text.txt.gz,4545
104903,softcite_data/step1_txt/pmc/PMC4198632-1/text.txt.gz,4231
104904,softcite_data/step1_txt/pmc/PMC4198632-2/text.txt.gz,2878
104905,softcite_data/step1_txt/pmc/PMC4198896-0/text.txt.gz,3465
104906,softcite_data/step1_txt/pmc/PMC4198896-1/text.txt.gz,872
104907,softcite_data/step1_txt/pmc/PMC4198906-0/text.txt.gz,4071
104908,softcite_data/step1_txt/pmc/PMC4201231-0/text.txt.gz,3074
104909,softcite_data/step1_txt/pmc/PMC4201231-1/text.txt.gz,4646
104910,softcite_data/step1_txt/pmc/PMC4201231-2/text.txt.gz,3737
104911,softcite_data/step1_txt/pmc/PMC4201231-3/text.txt.gz,3812
104912,softcite_data/step1_txt/pmc/PMC4201231-4/text.txt.gz,423
104913,softcite_data/step1_txt/pmc/PMC4204415-0/text.txt.gz,4187
104914,softcite_data/step1_txt/pmc/PMC4204415-1/text.txt.gz,3422
104915,softcite_data/step1_txt/pmc/PMC4204415-2/text.txt.gz,3080
104916,softcite_data/step1_txt/pmc/PMC4204415-3/text.txt.gz,3167
104917,softcite_data/step1_txt/pmc/PMC4204415-4/text.txt.gz,2046
104918,softcite_data/step1_txt/pmc/PMC4205716-0/text.txt.gz,3457
104919,softcite_data/step1_txt/pmc/PMC4205716-1/text.txt.gz,3547
104920,softcite_data/step1_txt/pmc/PMC4205716-2/text.txt.gz,177
104921,softcite_data/step1_txt/pmc/PMC4206141-0/text.txt.gz,3277
104922,softcite_data/step1_txt/pmc/PMC4206141-1/text.txt.gz,3975
104923,softcite_data/step1_txt/pmc/PMC4206141-2/text.txt.gz,4588
104924,softcite_data/step1_txt/pmc/PMC4206560-0/text.txt.gz,2700
104925,softcite_data/step1_txt/pmc/PMC4206820-0/text.txt.gz,2208
104926,softcite_data/step1_txt/pmc/PMC4208630-0/text.txt.gz,5696
104927,softcite_data/step1_txt/pmc/PMC4208630-1/text.txt.gz,4352
104928,softcite_data/step1_txt/pmc/PMC4208630-2/text.txt.gz,1845
104929,softcite_data/step1_txt/pmc/PMC4208687-0/text.txt.gz,3671
104930,softcite_data/step1_txt/pmc/PMC4208687-1/text.txt.gz,3429
104931,softcite_data/step1_txt/pmc/PMC4208687-2/text.txt.gz,472
104932,softcite_data/step1_txt/pmc/PMC4210416-0/text.txt.gz,3478
104933,softcite_data/step1_txt/pmc/PMC4210416-1/text.txt.gz,3627
104934,softcite_data/step1_txt/pmc/PMC4210416-2/text.txt.gz,433
104935,softcite_data/step1_txt/pmc/PMC4210749-0/text.txt.gz,3729
104936,softcite_data/step1_txt/pmc/PMC4210749-1/text.txt.gz,2796
104937,softcite_data/step1_txt/pmc/PMC4212086-0/text.txt.gz,3247
104938,softcite_data/step1_txt/pmc/PMC4212086-1/text.txt.gz,3705
104939,softcite_data/step1_txt/pmc/PMC4212086-2/text.txt.gz,312
104940,softcite_data/step1_txt/pmc/PMC4213536-0/text.txt.gz,3085
104941,softcite_data/step1_txt/pmc/PMC4213536-1/text.txt.gz,4153
104942,softcite_data/step1_txt/pmc/PMC4213536-2/text.txt.gz,3967
104943,softcite_data/step1_txt/pmc/PMC4213536-3/text.txt.gz,3771
104944,softcite_data/step1_txt/pmc/PMC4213536-4/text.txt.gz,1665
104945,softcite_data/step1_txt/pmc/PMC4213703-0/text.txt.gz,3618
104946,softcite_data/step1_txt/pmc/PMC4213703-1/text.txt.gz,3464
104947,softcite_data/step1_txt/pmc/PMC4213841-0/text.txt.gz,3884
104948,softcite_data/step1_txt/pmc/PMC4213841-1/text.txt.gz,4268
104949,softcite_data/step1_txt/pmc/PMC4213841-2/text.txt.gz,1569
104950,softcite_data/step1_txt/pmc/PMC4214777-0/text.txt.gz,4447
104951,softcite_data/step1_txt/pmc/PMC4214777-1/text.txt.gz,4240
104952,softcite_data/step1_txt/pmc/PMC4214777-2/text.txt.gz,4529
104953,softcite_data/step1_txt/pmc/PMC4214777-3/text.txt.gz,3458
104954,softcite_data/step1_txt/pmc/PMC4214777-4/text.txt.gz,3343
104955,softcite_data/step1_txt/pmc/PMC4214812-0/text.txt.gz,3802
104956,softcite_data/step1_txt/pmc/PMC4214812-1/text.txt.gz,3647
104957,softcite_data/step1_txt/pmc/PMC4214812-2/text.txt.gz,4104
104958,softcite_data/step1_txt/pmc/PMC4214812-3/text.txt.gz,3840
104959,softcite_data/step1_txt/pmc/PMC4214812-4/text.txt.gz,5275
104960,softcite_data/step1_txt/pmc/PMC4214812-5/text.txt.gz,3108
104961,softcite_data/step1_txt/pmc/PMC4214812-6/text.txt.gz,3461
104962,softcite_data/step1_txt/pmc/PMC4214812-7/text.txt.gz,3534
104963,softcite_data/step1_txt/pmc/PMC4214812-8/text.txt.gz,377
104964,softcite_data/step1_txt/pmc/PMC4214970-0/text.txt.gz,3572
104965,softcite_data/step1_txt/pmc/PMC4214970-1/text.txt.gz,3474
104966,softcite_data/step1_txt/pmc/PMC4214979-0/text.txt.gz,4083
104967,softcite_data/step1_txt/pmc/PMC4215532-0/text.txt.gz,3240
104968,softcite_data/step1_txt/pmc/PMC4215532-1/text.txt.gz,3456
104969,softcite_data/step1_txt/pmc/PMC4215532-2/text.txt.gz,3552
104970,softcite_data/step1_txt/pmc/PMC4215532-3/text.txt.gz,3473
104971,softcite_data/step1_txt/pmc/PMC4215532-4/text.txt.gz,2130
104972,softcite_data/step1_txt/pmc/PMC4215594-0/text.txt.gz,3939
104973,softcite_data/step1_txt/pmc/PMC4215594-1/text.txt.gz,3369
104974,softcite_data/step1_txt/pmc/PMC4215594-2/text.txt.gz,3978
104975,softcite_data/step1_txt/pmc/PMC4215594-3/text.txt.gz,3243
104976,softcite_data/step1_txt/pmc/PMC4215594-4/text.txt.gz,3544
104977,softcite_data/step1_txt/pmc/PMC4216388-0/text.txt.gz,4451
104978,softcite_data/step1_txt/pmc/PMC4216388-1/text.txt.gz,3237
104979,softcite_data/step1_txt/pmc/PMC4216388-2/text.txt.gz,190
104980,softcite_data/step1_txt/pmc/PMC4216798-0/text.txt.gz,3398
104981,softcite_data/step1_txt/pmc/PMC4216798-1/text.txt.gz,3193
104982,softcite_data/step1_txt/pmc/PMC4216798-2/text.txt.gz,5682
104983,softcite_data/step1_txt/pmc/PMC4216798-3/text.txt.gz,4042
104984,softcite_data/step1_txt/pmc/PMC4216798-4/text.txt.gz,3082
104985,softcite_data/step1_txt/pmc/PMC4216798-5/text.txt.gz,98
104986,softcite_data/step1_txt/pmc/PMC4216975-0/text.txt.gz,3524
104987,softcite_data/step1_txt/pmc/PMC4216975-1/text.txt.gz,1158
104988,softcite_data/step1_txt/pmc/PMC4219874-0/text.txt.gz,4131
104989,softcite_data/step1_txt/pmc/PMC4219874-1/text.txt.gz,1935
104990,softcite_data/step1_txt/pmc/PMC4220282-0/text.txt.gz,4086
104991,softcite_data/step1_txt/pmc/PMC4220282-1/text.txt.gz,4033
104992,softcite_data/step1_txt/pmc/PMC4220282-2/text.txt.gz,3888
104993,softcite_data/step1_txt/pmc/PMC4220282-3/text.txt.gz,4083
104994,softcite_data/step1_txt/pmc/PMC4220282-4/text.txt.gz,3826
104995,softcite_data/step1_txt/pmc/PMC4220282-5/text.txt.gz,3537
104996,softcite_data/step1_txt/pmc/PMC4220282-6/text.txt.gz,3240
104997,softcite_data/step1_txt/pmc/PMC4221315-0/text.txt.gz,3060
104998,softcite_data/step1_txt/pmc/PMC4221315-1/text.txt.gz,3607
104999,softcite_data/step1_txt/pmc/PMC4221315-2/text.txt.gz,127
105000,softcite_data/step1_txt/pmc/PMC4221951-0/text.txt.gz,3567
105001,softcite_data/step1_txt/pmc/PMC4221951-1/text.txt.gz,3374
105002,softcite_data/step1_txt/pmc/PMC4221951-2/text.txt.gz,3756
105003,softcite_data/step1_txt/pmc/PMC4221951-3/text.txt.gz,3419
105004,softcite_data/step1_txt/pmc/PMC4221951-4/text.txt.gz,1185
105005,softcite_data/step1_txt/pmc/PMC4223791-0/text.txt.gz,3263
105006,softcite_data/step1_txt/pmc/PMC4223791-1/text.txt.gz,3553
105007,softcite_data/step1_txt/pmc/PMC4223791-2/text.txt.gz,3482
105008,softcite_data/step1_txt/pmc/PMC4225645-0/text.txt.gz,3362
105009,softcite_data/step1_txt/pmc/PMC4225645-1/text.txt.gz,3239
105010,softcite_data/step1_txt/pmc/PMC4225645-2/text.txt.gz,3284
105011,softcite_data/step1_txt/pmc/PMC4225645-3/text.txt.gz,3730
105012,softcite_data/step1_txt/pmc/PMC4225645-4/text.txt.gz,1903
105013,softcite_data/step1_txt/pmc/PMC4230595-0/text.txt.gz,3041
105014,softcite_data/step1_txt/pmc/PMC4230595-1/text.txt.gz,3687
105015,softcite_data/step1_txt/pmc/PMC4230595-2/text.txt.gz,856
105016,softcite_data/step1_txt/pmc/PMC4230620-0/text.txt.gz,4592
105017,softcite_data/step1_txt/pmc/PMC4230620-1/text.txt.gz,3379
105018,softcite_data/step1_txt/pmc/PMC4230620-2/text.txt.gz,3675
105019,softcite_data/step1_txt/pmc/PMC4230620-3/text.txt.gz,4143
105020,softcite_data/step1_txt/pmc/PMC4230620-4/text.txt.gz,4040
105021,softcite_data/step1_txt/pmc/PMC4230620-5/text.txt.gz,3938
105022,softcite_data/step1_txt/pmc/PMC4230620-6/text.txt.gz,3555
105023,softcite_data/step1_txt/pmc/PMC4230779-0/text.txt.gz,3307
105024,softcite_data/step1_txt/pmc/PMC4230779-1/text.txt.gz,4795
105025,softcite_data/step1_txt/pmc/PMC4231936-0/text.txt.gz,3258
105026,softcite_data/step1_txt/pmc/PMC4231936-1/text.txt.gz,4060
105027,softcite_data/step1_txt/pmc/PMC4231936-2/text.txt.gz,3727
105028,softcite_data/step1_txt/pmc/PMC4231936-3/text.txt.gz,3494
105029,softcite_data/step1_txt/pmc/PMC4231936-4/text.txt.gz,3479
105030,softcite_data/step1_txt/pmc/PMC4231936-5/text.txt.gz,391
105031,softcite_data/step1_txt/pmc/PMC4234237-0/text.txt.gz,3822
105032,softcite_data/step1_txt/pmc/PMC4234237-1/text.txt.gz,3330
105033,softcite_data/step1_txt/pmc/PMC4234237-2/text.txt.gz,3997
105034,softcite_data/step1_txt/pmc/PMC4234237-3/text.txt.gz,1940
105035,softcite_data/step1_txt/pmc/PMC4234239-0/text.txt.gz,3242
105036,softcite_data/step1_txt/pmc/PMC4234239-1/text.txt.gz,3450
105037,softcite_data/step1_txt/pmc/PMC4234239-2/text.txt.gz,4027
105038,softcite_data/step1_txt/pmc/PMC4234239-3/text.txt.gz,3789
105039,softcite_data/step1_txt/pmc/PMC4234239-4/text.txt.gz,723
105040,softcite_data/step1_txt/pmc/PMC4234332-0/text.txt.gz,3110
105041,softcite_data/step1_txt/pmc/PMC4234332-1/text.txt.gz,3506
105042,softcite_data/step1_txt/pmc/PMC4234332-2/text.txt.gz,3127
105043,softcite_data/step1_txt/pmc/PMC4234332-3/text.txt.gz,433
105044,softcite_data/step1_txt/pmc/PMC4236336-0/text.txt.gz,3219
105045,softcite_data/step1_txt/pmc/PMC4236336-1/text.txt.gz,1287
105046,softcite_data/step1_txt/pmc/PMC4237171-0/text.txt.gz,5064
105047,softcite_data/step1_txt/pmc/PMC4237171-1/text.txt.gz,3268
105048,softcite_data/step1_txt/pmc/PMC4237171-2/text.txt.gz,3349
105049,softcite_data/step1_txt/pmc/PMC4237171-3/text.txt.gz,4365
105050,softcite_data/step1_txt/pmc/PMC4237171-4/text.txt.gz,1133
105051,softcite_data/step1_txt/pmc/PMC4240489-0/text.txt.gz,3259
105052,softcite_data/step1_txt/pmc/PMC4240489-1/text.txt.gz,3057
105053,softcite_data/step1_txt/pmc/PMC4240489-2/text.txt.gz,3176
105054,softcite_data/step1_txt/pmc/PMC4241901-0/text.txt.gz,3765
105055,softcite_data/step1_txt/pmc/PMC4241901-1/text.txt.gz,5700
105056,softcite_data/step1_txt/pmc/PMC4241901-2/text.txt.gz,1335
105057,softcite_data/step1_txt/pmc/PMC4242897-0/text.txt.gz,4108
105058,softcite_data/step1_txt/pmc/PMC4244678-0/text.txt.gz,5233
105059,softcite_data/step1_txt/pmc/PMC4244678-1/text.txt.gz,3831
105060,softcite_data/step1_txt/pmc/PMC4244678-2/text.txt.gz,694
105061,softcite_data/step1_txt/pmc/PMC4250666-0/text.txt.gz,3091
105062,softcite_data/step1_txt/pmc/PMC4250666-1/text.txt.gz,4275
105063,softcite_data/step1_txt/pmc/PMC4250666-2/text.txt.gz,2030
105064,softcite_data/step1_txt/pmc/PMC4251206-0/text.txt.gz,4223
105065,softcite_data/step1_txt/pmc/PMC4251206-1/text.txt.gz,3653
105066,softcite_data/step1_txt/pmc/PMC4251206-2/text.txt.gz,3280
105067,softcite_data/step1_txt/pmc/PMC4251217-0/text.txt.gz,3908
105068,softcite_data/step1_txt/pmc/PMC4251217-1/text.txt.gz,1963
105069,softcite_data/step1_txt/pmc/PMC4255760-0/text.txt.gz,3075
105070,softcite_data/step1_txt/pmc/PMC4255760-1/text.txt.gz,3526
105071,softcite_data/step1_txt/pmc/PMC4255760-2/text.txt.gz,2689
105072,softcite_data/step1_txt/pmc/PMC4257079-0/text.txt.gz,3271
105073,softcite_data/step1_txt/pmc/PMC4257079-1/text.txt.gz,4459
105074,softcite_data/step1_txt/pmc/PMC4257079-2/text.txt.gz,2576
105075,softcite_data/step1_txt/pmc/PMC4258652-0/text.txt.gz,3193
105076,softcite_data/step1_txt/pmc/PMC4258652-1/text.txt.gz,5503
105077,softcite_data/step1_txt/pmc/PMC4258652-2/text.txt.gz,3599
105078,softcite_data/step1_txt/pmc/PMC4259556-0/text.txt.gz,3411
105079,softcite_data/step1_txt/pmc/PMC4259556-1/text.txt.gz,4001
105080,softcite_data/step1_txt/pmc/PMC4259556-2/text.txt.gz,1918
105081,softcite_data/step1_txt/pmc/PMC4261519-0/text.txt.gz,3519
105082,softcite_data/step1_txt/pmc/PMC4261519-1/text.txt.gz,3447
105083,softcite_data/step1_txt/pmc/PMC4261519-2/text.txt.gz,3090
105084,softcite_data/step1_txt/pmc/PMC4261519-3/text.txt.gz,4004
105085,softcite_data/step1_txt/pmc/PMC4261519-4/text.txt.gz,899
105086,softcite_data/step1_txt/pmc/PMC4262886-0/text.txt.gz,2156
105087,softcite_data/step1_txt/pmc/PMC4264042-0/text.txt.gz,3350
105088,softcite_data/step1_txt/pmc/PMC4264042-1/text.txt.gz,3669
105089,softcite_data/step1_txt/pmc/PMC4264042-2/text.txt.gz,3383
105090,softcite_data/step1_txt/pmc/PMC4264042-3/text.txt.gz,3433
105091,softcite_data/step1_txt/pmc/PMC4264042-4/text.txt.gz,3788
105092,softcite_data/step1_txt/pmc/PMC4264042-5/text.txt.gz,3064
105093,softcite_data/step1_txt/pmc/PMC4264042-6/text.txt.gz,4839
105094,softcite_data/step1_txt/pmc/PMC4264042-7/text.txt.gz,4280
105095,softcite_data/step1_txt/pmc/PMC4264042-8/text.txt.gz,1858
105096,softcite_data/step1_txt/pmc/PMC4264456-0/text.txt.gz,4336
105097,softcite_data/step1_txt/pmc/PMC4264456-1/text.txt.gz,5082
105098,softcite_data/step1_txt/pmc/PMC4264456-2/text.txt.gz,2372
105099,softcite_data/step1_txt/pmc/PMC4265209-0/text.txt.gz,3289
105100,softcite_data/step1_txt/pmc/PMC4265209-1/text.txt.gz,4094
105101,softcite_data/step1_txt/pmc/PMC4265209-2/text.txt.gz,3220
105102,softcite_data/step1_txt/pmc/PMC4265209-3/text.txt.gz,3178
105103,softcite_data/step1_txt/pmc/PMC4265209-4/text.txt.gz,1651
105104,softcite_data/step1_txt/pmc/PMC4266938-0/text.txt.gz,3419
105105,softcite_data/step1_txt/pmc/PMC4266938-1/text.txt.gz,3022
105106,softcite_data/step1_txt/pmc/PMC4266938-2/text.txt.gz,1373
105107,softcite_data/step1_txt/pmc/PMC4267110-0/text.txt.gz,3256
105108,softcite_data/step1_txt/pmc/PMC4267110-1/text.txt.gz,3982
105109,softcite_data/step1_txt/pmc/PMC4267110-2/text.txt.gz,3540
105110,softcite_data/step1_txt/pmc/PMC4267110-3/text.txt.gz,3790
105111,softcite_data/step1_txt/pmc/PMC4267110-4/text.txt.gz,3834
105112,softcite_data/step1_txt/pmc/PMC4267110-5/text.txt.gz,4102
105113,softcite_data/step1_txt/pmc/PMC4267110-6/text.txt.gz,916
105114,softcite_data/step1_txt/pmc/PMC4268474-0/text.txt.gz,3520
105115,softcite_data/step1_txt/pmc/PMC4269546-0/text.txt.gz,4290
105116,softcite_data/step1_txt/pmc/PMC4269546-1/text.txt.gz,3451
105117,softcite_data/step1_txt/pmc/PMC4269546-2/text.txt.gz,4621
105118,softcite_data/step1_txt/pmc/PMC4269546-3/text.txt.gz,3479
105119,softcite_data/step1_txt/pmc/PMC4269546-4/text.txt.gz,3370
105120,softcite_data/step1_txt/pmc/PMC4269546-5/text.txt.gz,3165
105121,softcite_data/step1_txt/pmc/PMC4269546-6/text.txt.gz,834
105122,softcite_data/step1_txt/pmc/PMC4270309-0/text.txt.gz,3886
105123,softcite_data/step1_txt/pmc/PMC4270309-1/text.txt.gz,1561
105124,softcite_data/step1_txt/pmc/PMC4271550-0/text.txt.gz,3784
105125,softcite_data/step1_txt/pmc/PMC4271550-1/text.txt.gz,554
105126,softcite_data/step1_txt/pmc/PMC4272497-0/text.txt.gz,3198
105127,softcite_data/step1_txt/pmc/PMC4272497-1/text.txt.gz,3219
105128,softcite_data/step1_txt/pmc/PMC4272497-2/text.txt.gz,1328
105129,softcite_data/step1_txt/pmc/PMC4272508-0/text.txt.gz,4413
105130,softcite_data/step1_txt/pmc/PMC4272508-1/text.txt.gz,3059
105131,softcite_data/step1_txt/pmc/PMC4272508-2/text.txt.gz,632
105132,softcite_data/step1_txt/pmc/PMC4272966-0/text.txt.gz,3265
105133,softcite_data/step1_txt/pmc/PMC4272966-1/text.txt.gz,3418
105134,softcite_data/step1_txt/pmc/PMC4273078-0/text.txt.gz,3718
105135,softcite_data/step1_txt/pmc/PMC4273078-1/text.txt.gz,3431
105136,softcite_data/step1_txt/pmc/PMC4273078-2/text.txt.gz,1307
105137,softcite_data/step1_txt/pmc/PMC4274470-0/text.txt.gz,3330
105138,softcite_data/step1_txt/pmc/PMC4274470-1/text.txt.gz,3165
105139,softcite_data/step1_txt/pmc/PMC4274470-2/text.txt.gz,3294
